,ftimed,ftimeh,fopen,fhigh,flow,fclose,fvolume,ma5,price_change,shift,p_change
1731,2016.12.20,00:00,1.2396,1.2417,1.2311,1.2365,12748,1.2445000000000002,-0.0028000000000001357,1.2393,-0.22593399499718678
1732,2016.12.21,00:00,1.2362,1.2389,1.2322,1.2352,9794,1.2403000000000002,-0.0012999999999998568,1.2365,-0.1051354630003928
1733,2016.12.22,00:00,1.2351,1.2377,1.2275,1.2281,9978,1.2375800000000001,-0.007100000000000106,1.2352,-0.5748056994818739
1734,2016.12.23,00:00,1.2282,1.2297,1.2227,1.2282,8454,1.2334600000000002,9.999999999998899e-05,1.2281,0.008142659392556713
1735,2016.12.26,00:00,1.2285,1.2299,1.2267,1.2289,1106,1.2313800000000001,0.000700000000000145,1.2282,0.05699397492266284
1736,2016.12.27,00:00,1.2283,1.2287,1.2237,1.2267,7603,1.2294200000000004,-0.002200000000000202,1.2289,-0.17902188949468645
1737,2016.12.28,00:00,1.2265,1.2295,1.2197,1.2223,9625,1.2268400000000004,-0.0043999999999999595,1.2267,-0.35868590527430994
1738,2016.12.29,00:00,1.2226,1.2273,1.2208,1.2261,11137,1.2264400000000002,0.0038000000000000256,1.2223,0.3108893070440993
1739,2016.12.30,00:00,1.2262,1.2386,1.2243,1.2326,17834,1.2273200000000002,0.00649999999999995,1.2261,0.5301362042247737
1740,2017.01.02,00:00,1.2327,1.2351,1.2271,1.2272,7131,1.22698,-0.005399999999999849,1.2326,-0.438098328735993
1741,2017.01.03,00:00,1.227,1.2305,1.2198,1.2236,13360,1.2263600000000001,-0.0036000000000000476,1.2272,-0.29335071707953453
1742,2017.01.04,00:00,1.2235,1.2351,1.2219,1.2323,14581,1.2283600000000001,0.00869999999999993,1.2236,0.7110166721150646
1743,2017.01.05,00:00,1.2325,1.2431,1.2269,1.2417,19520,1.2314800000000001,0.009400000000000075,1.2323,0.7628012659255112
1744,2017.01.06,00:00,1.2418,1.2429,1.226,1.2288,15650,1.2307200000000003,-0.012900000000000134,1.2417,-1.0388982846098198
1745,2017.01.09,00:00,1.2248,1.2269,1.2122,1.2162,14114,1.22852,-0.012599999999999945,1.2288,-1.0253906249999956
1746,2017.01.10,00:00,1.2161,1.2188,1.2106,1.2175,15778,1.2273,0.0013000000000000789,1.2162,0.10689031409308329
1747,2017.01.11,00:00,1.2177,1.2271,1.2036,1.2207,23128,1.22498,0.0031999999999998696,1.2175,0.262833675564671
1748,2017.01.12,00:00,1.2206,1.2315,1.215,1.2158,19772,1.2198,-0.004899999999999904,1.2207,-0.4014090276071029
1749,2017.01.13,00:00,1.2157,1.2231,1.212,1.2194,15586,1.2179200000000001,0.0036000000000000476,1.2158,0.29610133245599995
1750,2017.01.16,00:00,1.1998,1.2084,1.1985,1.2047,19548,1.2156200000000001,-0.014699999999999935,1.2194,-1.2055109070034389
1751,2017.01.17,00:00,1.2045,1.2414,1.2016,1.2413,26583,1.22038,0.036599999999999966,1.2047,3.0381007719764224
1752,2017.01.18,00:00,1.2412,1.2413,1.2251,1.2261,18349,1.22146,-0.015200000000000102,1.2413,-1.224522677837759
1753,2017.01.19,00:00,1.226,1.2341,1.2252,1.2341,19740,1.22512,0.008000000000000007,1.2261,0.6524753282766501
1754,2017.01.20,00:00,1.2343,1.2379,1.2258,1.2372,21390,1.22868,0.0031000000000001027,1.2341,0.2511952029819385
1755,2017.01.23,00:00,1.2375,1.2536,1.2367,1.2533,16724,1.2384,0.016100000000000003,1.2372,1.3013255738764955
1756,2017.01.24,00:00,1.2534,1.2544,1.2417,1.2519,18000,1.24052,-0.0014000000000000679,1.2533,-0.11170509853986019
1757,2017.01.25,00:00,1.2518,1.2637,1.2489,1.2628,16737,1.2478600000000002,0.01089999999999991,1.2519,0.8706765716111439
1758,2017.01.26,00:00,1.2631,1.2672,1.2555,1.2591,15171,1.2528600000000003,-0.0036999999999998145,1.2628,-0.292999683243571
1759,2017.01.27,00:00,1.2588,1.2604,1.2515,1.2547,15398,1.2563600000000001,-0.0044000000000001815,1.2591,-0.349455960606797
1760,2017.01.30,00:00,1.2585,1.2599,1.2556,1.2585,1639,1.2574,0.0038000000000000256,1.2547,0.30286124173109313
1761,2017.02.02,00:00,1.2668,1.2704,1.2516,1.2529,15321,1.2575999999999998,-0.005600000000000049,1.2585,-0.444974175605884
1762,2017.02.03,00:00,1.2526,1.2536,1.2456,1.2484,16874,1.25472,-0.0044999999999999485,1.2529,-0.3591667331790206
1763,2017.02.06,00:00,1.2482,1.2497,1.2426,1.2467,12897,1.25224,-0.0017000000000000348,1.2484,-0.136174303107981
1764,2017.02.07,00:00,1.2468,1.2545,1.2345,1.251,16261,1.2515,0.0042999999999999705,1.2467,0.34491056388866376
1765,2017.02.08,00:00,1.2507,1.2548,1.2473,1.2537,15449,1.2505400000000002,0.0027000000000001467,1.251,0.21582733812950816
1766,2017.02.09,00:00,1.2534,1.258,1.2488,1.2492,14274,1.2498,-0.0044999999999999485,1.2537,-0.358937544867189
1767,2017.02.10,00:00,1.2495,1.252,1.2438,1.2489,14214,1.2499,-0.000300000000000189,1.2492,-0.024015369836710612
1768,2017.02.13,00:00,1.2474,1.2538,1.2474,1.2522,15685,1.2510000000000001,0.0033000000000000806,1.2489,0.26423252462167357
1769,2017.02.14,00:00,1.2524,1.2546,1.2442,1.2465,17344,1.2501000000000002,-0.005700000000000038,1.2522,-0.45519885002396093
1770,2017.02.15,00:00,1.2466,1.2479,1.2382,1.2459,16855,1.24854,-0.0005999999999999339,1.2465,-0.04813477737664933
1771,2017.02.16,00:00,1.2458,1.2522,1.2453,1.2489,14473,1.24848,0.0029999999999998916,1.2459,0.24078979051287355
1772,2017.02.17,00:00,1.2488,1.2509,1.2386,1.2407,11549,1.2468400000000002,-0.008199999999999985,1.2489,-0.6565777884538382
1773,2017.02.20,00:00,1.2405,1.2481,1.2405,1.2461,9453,1.2456200000000002,0.005400000000000071,1.2407,0.4352381719996834
1774,2017.02.21,00:00,1.246,1.2479,1.24,1.2471,10951,1.24574,0.001000000000000112,1.2461,0.08025038118931963
1775,2017.02.22,00:00,1.2472,1.2506,1.2415,1.2449,14400,1.2455400000000003,-0.002200000000000202,1.2471,-0.17640926950526836
1776,2017.02.23,00:00,1.2446,1.2559,1.2426,1.2554,11855,1.2468400000000002,0.010500000000000176,1.2449,0.8434412402602761
1777,2017.02.24,00:00,1.2555,1.2568,1.2446,1.2465,11781,1.2480000000000004,-0.00890000000000013,1.2554,-0.7089373904731663
1778,2017.02.27,00:00,1.2472,1.2478,1.2382,1.2441,16605,1.2476000000000003,-0.0023999999999999577,1.2465,-0.19253910950661515
1779,2017.02.28,00:00,1.244,1.247,1.2374,1.238,15938,1.2457800000000003,-0.006099999999999994,1.2441,-0.49031428341773126
1780,2017.03.01,00:00,1.2381,1.2403,1.2279,1.2291,21793,1.24262,-0.008899999999999908,1.238,-0.7189014539579893
1781,2017.03.02,00:00,1.2292,1.2307,1.2242,1.2266,17468,1.23686,-0.0025000000000001688,1.2291,-0.20340086241967037
1782,2017.03.03,00:00,1.2265,1.23,1.2213,1.2296,17988,1.23348,0.0030000000000001137,1.2266,0.2445785097016235
1783,2017.03.06,00:00,1.2286,1.2299,1.2223,1.2235,13325,1.2293600000000002,-0.006099999999999994,1.2296,-0.4960962914769026
1784,2017.03.07,00:00,1.2236,1.2252,1.2168,1.22,17268,1.22576,-0.0035000000000000586,1.2235,-0.28606456885983317
1785,2017.03.08,00:00,1.2202,1.2213,1.2138,1.2167,19932,1.22328,-0.0033000000000000806,1.22,-0.27049180327869515
1786,2017.03.09,00:00,1.2168,1.2194,1.2133,1.2165,16499,1.2212599999999998,-0.00019999999999997797,1.2167,-0.016437905810797897
1787,2017.03.10,00:00,1.2164,1.2188,1.2139,1.2166,17258,1.2186599999999999,9.999999999998899e-05,1.2165,0.008220304151252692
1788,2017.03.13,00:00,1.2167,1.225,1.2156,1.2218,15939,1.2183199999999998,0.0052000000000000934,1.2166,0.42742068058524524
1789,2017.03.14,00:00,1.2219,1.2221,1.2108,1.2156,19533,1.21744,-0.006199999999999983,1.2218,-0.5074480275004078
1790,2017.03.15,00:00,1.2155,1.2308,1.2146,1.2288,23312,1.21986,0.013199999999999878,1.2156,1.085883514313909
1791,2017.03.16,00:00,1.229,1.2376,1.224,1.2359,21232,1.2237399999999998,0.007100000000000106,1.2288,0.5777994791666754
1792,2017.03.17,00:00,1.2357,1.2404,1.2323,1.2391,18168,1.22824,0.0032000000000000917,1.2359,0.2589206246460144
1793,2017.03.20,00:00,1.2389,1.2435,1.2334,1.2358,17597,1.23104,-0.0033000000000000806,1.2391,-0.26632233072391903
1794,2017.03.21,00:00,1.2357,1.24925,1.2339,1.24715,62081,1.23735,0.011349999999999971,1.2358,0.9184334034633412
1795,2017.03.22,00:00,1.24719,1.25044,1.24219,1.24775,66646,1.2411400000000001,0.0005999999999999339,1.24715,0.04810969009340768
1796,2017.03.23,00:00,1.24774,1.25306,1.2462600000000001,1.25157,51447,1.244274,0.0038200000000001566,1.24775,0.3061510719294856
1797,2017.03.24,00:00,1.2517,1.25199,1.24685,1.2483600000000001,41103,1.2461259999999998,-0.003209999999999935,1.25157,-0.25647786380305815
1798,2017.03.26,00:00,1.24871,1.24948,1.24871,1.2493299999999998,232,1.2488319999999997,0.0009699999999996933,1.2483600000000001,0.07770194495175216
1799,2017.03.27,00:00,1.24932,1.26146,1.249,1.25585,45653,1.2505719999999996,0.006520000000000081,1.2493299999999998,0.5218797275339648
1800,2017.03.28,00:00,1.2558200000000002,1.25957,1.2440799999999999,1.24566,44467,1.2501539999999998,-0.010189999999999921,1.25585,-0.8114026356650812
1801,2017.03.29,00:00,1.24569,1.2473,1.23766,1.24375,55183,1.2485899999999996,-0.0019100000000000783,1.24566,-0.15333236998860672
1802,2017.03.30,00:00,1.24373,1.25221,1.24007,1.24678,45282,1.2482739999999997,0.003030000000000088,1.24375,0.24361809045226843
1803,2017.03.31,00:00,1.24679,1.25538,1.24309,1.25352,50218,1.2491119999999998,0.006739999999999968,1.24678,0.5405925664511757
1804,2017.04.02,00:00,1.2545,1.25495,1.25291,1.2534,463,1.2486219999999997,-0.00011999999999989797,1.25352,-0.009573042312838884
1805,2017.04.03,00:00,1.25345,1.2554,1.24633,1.2482600000000001,43123,1.2491419999999998,-0.005139999999999922,1.2534,-0.41008456996967624
1806,2017.04.04,00:00,1.24833,1.24932,1.24169,1.24423,43385,1.2492379999999996,-0.0040300000000002,1.2482600000000001,-0.32284940637368814
1807,2017.04.05,00:00,1.24424,1.24958,1.24207,1.2488700000000001,49097,1.2496559999999997,0.0046400000000001995,1.24423,0.37292140520644895
1808,2017.04.06,00:00,1.24884,1.25032,1.2448,1.24676,39221,1.2483039999999996,-0.0021100000000000563,1.2488700000000001,-0.16895273327088137
1809,2017.04.07,00:00,1.24675,1.24753,1.23635,1.23696,50420,1.2450159999999997,-0.009800000000000031,1.24676,-0.7860374089640372
1810,2017.04.09,00:00,1.23701,1.23831,1.23701,1.23735,151,1.2428339999999998,0.00038999999999989043,1.23696,0.031528909584779656
1811,2017.04.10,00:00,1.23738,1.24266,1.23638,1.24148,25748,1.2422839999999997,0.004129999999999967,1.23735,0.3337778316563597
1812,2017.04.11,00:00,1.24147,1.24895,1.24011,1.24804,39631,1.2421179999999996,0.006560000000000121,1.24148,0.5284015852047654
1813,2017.04.12,00:00,1.24803,1.2544899999999999,1.24701,1.2542,69167,1.2436059999999995,0.006159999999999943,1.24804,0.49357392391269056
1814,2017.04.13,00:00,1.25425,1.25708,1.24955,1.2503600000000001,60323,1.2462859999999996,-0.0038399999999998435,1.2542,-0.3061712645510958
1815,2017.04.14,00:00,1.2501200000000001,1.25316,1.2497,1.25203,40723,1.2492219999999994,0.0016699999999998383,1.2503600000000001,0.13356153427811496
1816,2017.04.16,00:00,1.2524,1.25296,1.2523,1.25286,76,1.2514979999999993,0.0008300000000001084,1.25203,0.06629234123783842
1817,2017.04.17,00:00,1.25294,1.2593,1.252,1.25625,38010,1.2531399999999995,0.003390000000000004,1.25286,0.27058091087591624
1818,2017.04.18,00:00,1.25623,1.28993,1.25114,1.2840200000000002,82239,1.2591039999999993,0.027770000000000072,1.25625,2.2105472636815975
1819,2017.04.19,00:00,1.2841200000000002,1.2857100000000001,1.27667,1.2779200000000002,71833,1.2646159999999995,-0.006099999999999994,1.2840200000000002,-0.4750704817681963
1820,2017.04.20,00:00,1.27791,1.2844,1.27694,1.28064,64022,1.2703379999999995,0.0027199999999998337,1.2779200000000002,0.21284587454612444
1821,2017.04.21,00:00,1.28055,1.28315,1.27525,1.27985,50280,1.2757359999999995,-0.0007900000000000684,1.28064,-0.06168790604698186
1822,2017.04.23,00:00,1.28151,1.28331,1.28093,1.2822799999999999,1001,1.2809419999999996,0.002429999999999932,1.27985,0.18986599992186057
1823,2017.04.24,00:00,1.28213,1.283,1.2769,1.27873,67530,1.2798839999999996,-0.003549999999999942,1.2822799999999999,-0.2768506098511981
1824,2017.04.25,00:00,1.27874,1.28425,1.2772,1.2831299999999999,62334,1.2809259999999996,0.0043999999999999595,1.27873,0.34409140318909853
1825,2017.04.26,00:00,1.28315,1.286,1.2802,1.28396,65693,1.2815899999999996,0.0008300000000001084,1.2831299999999999,0.0646855735584164
1826,2017.04.27,00:00,1.28388,1.29135,1.28375,1.29007,64932,1.2836339999999997,0.00611000000000006,1.28396,0.4758715224773404
1827,2017.04.28,00:00,1.2900200000000002,1.2962200000000001,1.28855,1.29447,68543,1.2860719999999997,0.0043999999999999595,1.29007,0.3410667638190144
1828,2017.04.30,00:00,1.29261,1.29361,1.29249,1.29357,131,1.2890399999999995,-0.0008999999999999009,1.29447,-0.06952652436903914
1829,2017.05.01,00:00,1.29356,1.29401,1.2876,1.28824,37127,1.2900619999999996,-0.005330000000000057,1.29357,-0.4120380033550605
1830,2017.05.02,00:00,1.28825,1.29377,1.28609,1.2932299999999999,53091,1.2919159999999994,0.004989999999999828,1.28824,0.38735018319566444
1831,2017.05.03,00:00,1.29324,1.29445,1.2858399999999999,1.2864,63280,1.2911819999999996,-0.006829999999999892,1.2932299999999999,-0.5281349798566297
1832,2017.05.04,00:00,1.28641,1.29292,1.2826600000000001,1.2917299999999998,67103,1.2906339999999994,0.005329999999999835,1.2864,0.414334577114415
1833,2017.05.05,00:00,1.29175,1.29805,1.2897399999999999,1.29762,69077,1.2914439999999994,0.005890000000000173,1.2917299999999998,0.4559776423865803
1834,2017.05.07,00:00,1.29767,1.29847,1.29742,1.29811,1190,1.2934179999999995,0.0004900000000001015,1.29762,0.037761440175097596
1835,2017.05.08,00:00,1.29814,1.29829,1.29267,1.2937100000000001,70616,1.2935139999999994,-0.0043999999999999595,1.29811,-0.3389543259045812
1836,2017.05.09,00:00,1.2937,1.29572,1.28997,1.2934700000000001,76784,1.2949279999999994,-0.00024000000000001798,1.2937100000000001,-0.018551298204390314
1837,2017.05.10,00:00,1.29349,1.29846,1.29263,1.29436,69267,1.2954539999999994,0.0008899999999998354,1.2934700000000001,0.0688071621297622
1838,2017.05.11,00:00,1.29267,1.29467,1.28477,1.28896,65109,1.2937219999999994,-0.005399999999999849,1.29436,-0.4171945981025255
1839,2017.05.12,00:00,1.28814,1.2898100000000001,1.28429,1.28845,62825,1.2917899999999993,-0.0005100000000000104,1.28896,-0.0395667825223444
1840,2017.05.14,00:00,1.28797,1.28901,1.28797,1.2888899999999999,807,1.2908259999999994,0.0004399999999997739,1.28845,0.03414955954827691
1841,2017.05.15,00:00,1.2889,1.29389,1.28798,1.28946,71752,1.2900239999999994,0.0005700000000001815,1.2888899999999999,0.044224099806824596
1842,2017.05.16,00:00,1.28948,1.29558,1.2862799999999999,1.2915299999999998,83592,1.2894579999999993,0.0020699999999997942,1.28946,0.16053231585313185
1843,2017.05.17,00:00,1.29148,1.29888,1.29035,1.29758,88098,1.2911819999999992,0.006050000000000111,1.2915299999999998,0.468436660395044
1844,2017.05.18,00:00,1.2976,1.30461,1.28864,1.29322,105161,1.292135999999999,-0.0043599999999999195,1.29758,-0.3360101111299434
1845,2017.05.19,00:00,1.2932299999999999,1.3038399999999999,1.29306,1.30358,64767,1.2950739999999992,0.010359999999999925,1.29322,0.8011011274183761
1846,2017.05.21,00:00,1.2996299999999998,1.3020399999999999,1.2996299999999998,1.30138,893,1.2974579999999993,-0.0021999999999999797,1.30358,-0.16876601359333374
1847,2017.05.22,00:00,1.30141,1.30411,1.2964200000000001,1.29977,65428,1.2991059999999994,-0.0016099999999998893,1.30138,-0.12371482580029579
1848,2017.05.23,00:00,1.29974,1.3032,1.29511,1.29598,73660,1.2987859999999993,-0.003790000000000182,1.29977,-0.29159005054741854
1849,2017.05.24,00:00,1.29603,1.29975,1.29254,1.29681,70706,1.2995039999999993,0.0008300000000001084,1.29598,0.06404419821294376
